cluster_id,cougar_id,type,collar_serial,n_points,radius,duration_h,form_date,inv_date,personnel,habitat,habitat2,canopy,carcass_found,species,how_id,sex,how_sex,age,how_age,est_age,cached,n_prey,n_piles,condition,parts,bite_wounds,hemorrhaging,fed_on,per_rem,feeding_use,marrow,drag_trail,length,kill_site,evidence_kill_site,consistent_date,confidence_cougar_kill,other_sign,scavenged,scavenged_by,kill_2,species,cached,notes,cache_photo,carcass_photo,bite_photo,hem_photo,drag_photo,kill_photo,coug_sign_photo,scav_sign_photo
SF9_C24,SF09,current,44744,9,111,24,6/28/2021,7/1/2021,MP,grass,chaparral,open,Y,deer,head,F,head,adult,teeth,3,previously,1,4,dispersed,"main carcass uncached, head and neck drug ~20 meters away. Fawn in own pile. Guts and hair at cache site",Not vis,back of neck,Y,<25,completely consumed. Ribs chewed consistent with cougar feeding,pink soft,N,,N,,Y,positive,None,Likely,,Y,deer_neonate,Y,"Could not find drag trail among all the game trails in the area. Head and neck being drug away makes me think the kill was scavenged, but they could have been scattered by the subadults.",Y,Y,N,Y,N,N,Y,N
SM6_C13,SM06,current,44747,3,95,15,6/28/2021,7/4/2021,MP,chaparral,,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No evidence. Not consecutive three points. Had to leave search early to clean up some bloody nose and scrapes.,N,N,N,N,N,N,N,N
SM6_C14,SM06,current,44747,3,21,6,6/29/2021,7/2/2021,MP,deciduous,wetland,closed,Y,pig,hair,UNK,,neonate,intenstines,,currently,1,1,dispersed,found hair and gi tract,Not vis,Not vis,Y,<25,completely consumed,no long bones,N,,N,,Y,probable,None,N,,N,,,Only found hair and gi tract. Based on size of GI was likely a small pig that was mostly consumed. Searched area for an hour after finding remains and found nothing else.,Y,Y,N,N,N,N,N,N
SF9_C25,SF09,current,44744,5,58,12,6/30/2021,7/3/2021,MP,riparian,,medium,Y,deer,hair,UNK,,neonate,spotted hair,,none,1,1,dispersed,found hair but nothing else,Not vis,Not vis,Y,<25,completely consumed,no long bones,Y,10,N,,Y,probable,None,N,,N,,,Only found hair. Possible kittens scattered or ate the rest.,N,Y,N,N,N,N,Y,N
SF1_C20,SF01,current,44748,12,186,66,6/30/2021,7/3/2021,MP,deciduous,,closed,Y,pig,head,UNK,,yearling,teeth,12-18 mo,none,1,2,intact,"whole carcass, some GI in second pile",Not vis,Not vis,YN,50-75,"body cavity was opened but not consistent with cougar feeding. Back haunches had some flesh removed, but possibly just from insects. Not conviced cougar fed on this pig.",,Y,15,Y,"hair, disturbed ground, end of drag",N,scavenge,None,N,,N,,,"Not convinced the cougar fed on this pig. Searched the area for ~3 hrs between 7/2 and 7/3 and found no other carcass. Some duck and turkey feathers, but not enough to suggest a kill was made. Not sure how to include this in the data.",N,Y,N,N,Y,Y,N,N
SF9_C26,SF09,current,44744,3,17,6,7/2/2021,7/4/2021,MP,riparian,,closed,Y,deer,hair,UNK,,neonate,teeth,,none,1,1,dismantled,"2 legs, bone fragments, hair, and rumen contents",Y,top of head,Y,<25,completely consumed,red gelatinous,N,,N,,Y,positive,None,N,,N,,,,N,Y,Y,Y,N,N,Y,N
SF9_C27,SF09,current,44744,3,28,6,7/3/2021,7/4/2021,MP,grass,,open,Y,deer,hair,UNK,,neonate,teeth,,none,1,2,dismantled,"Pile 1 with hair and guts, pile two with bone fragments",Not vis,Not vis,Y,<25,completely consumed,red gelatinous,Y,10,Y,"hair, disturbed ground",Y,probable,Scat,Likely,coyote,N,,,Coyote scat at kill site. SF1 also visited the location based on GPS data. Large pile of rumen contents for a fawn. But would have seen a larger prey item.,N,Y,N,N,N,Y,N,Y
SF9_C28,SF09,current,44744,3,30,6,7/4/2021,7/5/2021,MP,chaparral,deciduous,closed,Y,deer,hair,UNK,,neonate,teeth,,none,1,1,dismantled,"bone fragments, hair, rumen contents",Not vis,Not vis,Y,<25,completely consumed,pink waxy,N,,N,,Y,positive,None,N,,N,,,,N,Y,N,N,N,N,Y,N
SF1_C21,SF01,current,44748,9,24,74,7/4/2021,7/5/2021,MP,riparian,,closed,Y,duck,whole duckling,UNK,,neonate,whole duckling,,none,2,2,intact,"Pile 1 with feathers and whole duckling with some plucking. Pile 2 with feathers, some soft tissue, and eye",Not vis,Not vis,Y,<25,completely consumed,NA,N,,N,,Y,probable,None,N,,N,,,Found whole duckling with both eyes plus a third eye -> at least two ducklings,N,Y,N,N,N,N,N,N
SM6_C15,SM06,current,44747,3,34,6,7/4/2021,7/6/2021,"LL, MP",riparian,deciduous,medium,Y,pig,head,Poss F,genitals,fawn,teeth,6-12 mo,none,1,1,dismantled,"head, 4 legs, hide with some ribs, bone fragments",Not vis,top of head,Y,<25,completely consumed,"pink soft in broken femur, white soft in unbroken fibula",N,,N,,Y,positive,feathers,Likely,birds,N,,,Marrow in broken open femur was pink and soft. Marrow in unbroken fibula was white and soft,N,Y,N,Y,N,N,N,Y
SF9_C29,SF09,current,44744,3,13,9,7/6/2021,7/9/2021,"LL, MP",con/dec,,open,Y,deer,hair,UNK,,neonate,spotted fur,,none,1,1,dispersed,only found fur,Not vis,Not vis,Y,<25,completely consumed,NA,N,,N,,Y,probable,None,N,,N,,,"Found fur at one of the locs but nothing else. Scat on top of hill. Possible scavenger or juveniles drug remains off, but extensive search found nothing.",N,Y,N,N,N,N,Y,N
SF1_C22,SF01,current,44748,17,123,48,7/6/2021,7/12/2021,"LL, MP",riparian,deciduous,closed,Y,deer,hooves,UNK,,neonate,teeth,,none,1,2,dispersed,"1 pile with fur, second pile with fur, 2 legs, skull frags, ears, and jaw",Not vis,Not vis,Y,<25,completely consumed,pink waxy,N,,N,,Y,probable,tracks,Likely,bear,N,,,"Pars missing. Bear tracks within 100m of kill. Possible scavenge. Cougar tracks, bear tracks, and old bear scat found.",N,Y,N,N,N,N,Y,Y
SF9_C30,SF09,current,44744,3,35,6,7/8/2021,7/12/2021,"LL, MP",con/dec,exposed upland,open,Y,coyote,feet and jaw,UNK,,neonate,teeth,,none,1,2,dispersed,"fur, 2 feet, lower jaw, bone fragments, tail, gi contents",Not vis,Not vis,Y,<25,completely consumed,NA,N,,N,,Y,probable,None,N,,N,,,"carcass in open sun and very dried out, but weather has been 100+ for several days. Scat collected",N,Y,N,N,N,N,N,N
SF1_C23,SF01,current,44748,7,112,18,7/8/2021,7/12/2021,"LL, MP",deciduous,,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N
SM6_C16,SM06,current,44747,3,48,27,7/9/2021,7/15/2021,"LL, MP, JK",grass,,open,Y,pig,jaw and fur,UNK,,yearling,teeth,12-18 mo,none,1,1,dispersed,"fur, scattered ribs, partial spine, lower jaw, long bones, scapula",Not vis,Not vis,Y,<25,"completely consumed, bones not heavily chewed",NA,N,,N,,N,scavenge,feathers,Y,birds,N,,,"Older than 5 days old. In open area that doesn't make sense for cougar kill. Amount of time spent does not line up with size of animal. Marrow old, ribs and spinal processes not killed. No cranium",N,Y,N,N,N,N,N,Y
SF1_C24,SF01,current,44748,4,19,9,7/10/2021,7/15/2021,MP,riparian,,medium,Y,deer,hooves,UNK,,neonate,size and spotted fur,,none,1,1,dismantled,"4 legs, fur, pelvis, rumen contents, scapula",Not vis,Poss on femurs,Y,<25,"completely consumed, scapula chewed",red soft,N,,N,,Y,probable,"feathers, scat, vultures present",Y,birds,N,,,,N,Y,N,Y,N,N,N,Y
SF9_C31,SF09,current,44744,4,61,9,7/11/2021,7/13/2021,"LL, MP",riparian,,closed,Y,deer,hooves,UNK,,neonate,teeth,,none,1,2,dismantled,"1. Fur, bone fragments, 4 legs, skull cap, upper pallet, lower jaw, part of ear. 2. fur, rumen contents, bone frag, tail.",Not vis,Not vis,Y,<25,completely consumed,pink hard,N,,N,,Y,probable,None,N,,N,,,,N,Y,N,N,N,N,N,N
SF1_C25,SF01,current,44748,23,74,69,7/11/2021,7/15/2021,"LL, MP",riparian,deciduous,medium,Y,deer,hooves,UNK,,neonate,teeth,,previously,1,3,dismantled,"1. 4 legs, fur, skull cap, upper pallet, lower jaw, partial hide, pelvis. 2. plucked fur, chewed scapula, rumen contents, scat. 3. Scat",Not vis,Not vis,Y,<25,completely consumed,red gelatinous,N,,N,,Y,positive,"feathers, scat, vultures present",Y,birds,N,,,"2 scats collects, 17m between piles with no drag. Nothing to suggest was two separate fawns",Y,Y,N,N,N,N,Y,Y
SF9_C32-1,SF09,current,44744,5,127,12,7/12/2021,7/14/2021,"LL, MP",riparian,,medium,Y,deer,hooves,UNK,,neonate,teeth,,none,1,1,dismantled,"4 legs, bone fragments, skull fragments, jaw, pelvis, fur, rumen contents, 2 chewed scapulas",Not vis,Not vis,Y,<25,completely consumed,pink hard,N,,N,,Y,probable,"feathers, vultures present",Y,birds,N,,,Some bone marrow was red and gelatinous,N,Y,N,N,N,N,N,Y
SF9_C32-2,SF09,current,44744,10,71,30,7/14/2021,7/16/2021,LL,con/dec,,medium,Y,deer,hooves and head,F,head,adult,teeth,5+,previously,1,3,dismantled,"1. rumen contents. 2. tail, chewed ribs, 1 leg and scapula. 3. skull spine, ribs, pelvis, 2 legs intact, lower jaw, front leg, fur",Not vis,front shoulder,Y,<25,"completely consumed, spinal processes and ribs chewed",red gelatinous,N,,N,,Y,positive,"feathers, vultures present",Y,birds,N,,,cat tracks found on road,Y,Y,N,Y,N,N,Y,Y
SF9_C33,SF09,current,44744,3,40,6,7/15/2021,7/21/2021,"LL, MP",riparian,,open,Y,deer,fur and hooves,UNK,,neonate,teeth,,none,1,3,dismantled,"1. 3 legs, jaw, skull, bone frags, tail. 2. Fur. 3. blood, fur, fourth leg",Not vis,Not vis,Y,<25,completely consumed. ,old marrow,N,,N,,Y,probable,Scat,Likely,coyote,N,,,"marrow old, cat tracks found",N,Y,N,N,N,N,Y,N
SM6_2P,SM06,current,44747,2,21,3,7/16/2021,7/19/2021,"LL, MP",oak sav,drainage,open,Y,pig,hair,UNK,,UNK,,,none,1,2,dispersed,"fur, bone fragments, and stomach contents",Not vis,Not vis,Y,<25,completely consumed,NA,N,,N,,Y,probable,Scat,Y,coyote,N,,,found a cat bed with fur. Coyote scat at carcass and remains were missing.,N,N,N,N,N,N,N,Y
SF9_C35,SF09,current,44744,5,55,12,7/16/2021,7/22/2021,LL,riparian,,medium,Y,turkey,feathers and keel,UNK,,adult,full flight feathers,,none,1,4,dispersed,"1. keel with ribs, reathers, bone frags. 2. chewed feathers. 3. feathers. 4. kill site feather explosion",Not vis,Not vis,Y,<25,completely consumed. ,NA,Y,43,Y,explosion of scattered feathers w/ no evidence of feeding. No further sign of drag of feathers,Y,positive,Scat,Y,fox,N,,,"cat tracks found , keel off in river bed but not far from pile. No feet or gizzard found.",N,Y,N,N,Y,N,Y,N
SF1_C26,SF01,current,44748,11,124,42,7/17/2021,7/22/2021,LL,chaparral,,closed,Y,deer,hooves and head,F,head,adult,teeth,4,previously,1,1,dismantled,"head, spine, 4 legs, ribs, pelvis, stomach, fur, tail",Not vis,back of neck,Y,<25,completely consumed,red gelatinous,Y,9,N,,Y,positive,"Scat, feathers",Y,fox and birds,N,,,"cache of rocks and leaf litter, cat tracks found.",Y,Y,N,Y,N,N,Y,Y
SF9_C34,SF09,current,44744,4,81,12,7/17/2021,7/19/2021,LL,deciduous,drainage,closed,Y,deer,hooves,UNK,,neonate,teeth,,none,1,1,dismantled,"4 legs, 2 ears, skin fragments, tail, skull fragments, partial jaw, upper pallette",Not vis,hind area,Y,<25,completely consumed,pink soft,N,,N,,Y,positive,None,N,,N,,,,N,Y,N,Y,N,N,N,N
SF9_719day,SF09,current,44744,5,30,12,7/19/2021,7/22/2021,LL,riparian,,closed,Y,deer,hooves,UNK,,neonate,"hoof size, spotted fur",,previously,1,2,dispersed,"1. hind legs and pelvis, front leg. 2. previous cache, fur bone frags, tail.",Not vis,Not vis,Y,<25,completely consumed,red soft,N,,N,,Y,probable,missing parts,Likely,,N,,,fur dragged throughout willows but not truly a drag trail. Cat track found. Scat collected,Y,Y,N,N,N,N,Y,N
SM6_C17,SM06,current,44747,5,20,39,7/19/2021,7/21/2021,"LL, MP",deciduous,drainage,closed,Y,pig,hooves and head,UNK,,fawn,teeth,6-12 mo,none,1,4,dismantled,"1. 3 legs, 1 hoof, jaw and skull, skin frags, bone grags, stomach, pelvis. 2. intestines. 3. Urine cache. 4. Scat",Not vis,Not vis,Y,<25,completely consumed. ,white gelatinous,N,,N,,Y,probable,None,N,,N,,,"2 cat scrapes found, scat collected",Y,Y,N,N,N,N,Y,N
SF9_C36,SF09,current,44744,4,75,24,7/19/2021,7/22/2021,LL,riparian,deciduous,closed,Y,pig,hooves and head,UNK,,fawn,teeth,6-12 mo,none,1,4,dismantled,"1. 3 legs, 1 hoof, jaw and skull, skin frags, bone grags, stomach, pelvis. 2. intestines. 3. Urine cache. 4. Scat",Not vis,Not vis,Y,<25,completely consumed. ,white gelatinous,N,,N,,Y,scavenge,vultures present,Y,birds,N,,,potential scavenge of SM6_C17.,N,N,N,N,N,N,Y,N
SF1_C28,SF01,current,44748,9,34,24,7/19/2021,7/21/2021,"LL, MP",deciduous,drainage,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No evidence of kill,N,N,N,N,N,N,N,N
SF1_C29,SF01,current,44748,3,43,6,7/22/2021,7/23/2021,"LL, MP",oak sav,grass,open,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"found quail feathers, but not enough to suggest kill",N,N,N,N,N,N,N,N
SF9_C37,SF09,current,44744,6,104,15,7/23/2021,7/24/2021,MP,riparian,,closed,Y,deer,hair,UNK,,neonate,"teeth, spotted fur",,none,1,1,dispersed,"fur, chewed ear, bone fragments",Not vis,Not vis,Y,<25,completely consumed,no long bones,N,,Y,blood and hair,Y,probable,None,N,,N,,,Collected scat. Cougar tracks on road,N,Y,N,N,N,Y,N,N
SF1_C30,SF01,current,44748,10,44,60,7/23/2021,7/24/2021,MP,riparian,,medium,Y,deer,head,UNK,,neonate,size,,currently,1,1,intact,whole carcass,,,Y,50-75,,,Y,5,Y,"blood, hair, disturbed ground, end of drag",Y,positive,None,N,,N,,,Did not disturb for full investigation. Set camera and left,Y,Y,N,N,Y,Y,N,N
SF9_C38,SF09,current,44744,4,57,9,7/23/2021,7/24/2021,MP,con/dec,,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Found multple beds with cat hair. May return,N,N,N,N,N,N,N,N
SF1_C31,SF01,current,44748,3,35,54,7/23/2021,7/27/2021,MP,riparian,,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Found old tracks. Some feathers, but not enough/located to be confident was a kill.",N,N,N,N,N,N,Y,N
SM6_C18,SM06,current,44747,3,46,27,7/24/2021,7/27/2021,"LL, MP",riparian,drainage,closed,Y,pig,skull,UNK,,fawn,teeth,6-12 mo,none,1,4,dispersed,1. skull. 2. scapula. 3. stomach contents. 4. hair,Not vis,Not vis,Y,<25,completely consumed,NA,N,,N,,Y,probable,"Vultures present, many missing pieces",Y,"birds, posssibly coyotes",N,,,"found skull, scapula, hair, stomach contents scattered over 100+ meters. Never found full carcass. Likely dispersed by scavengers.",N,Y,N,N,N,N,N,N
SF9_C39,SF09,current,44744,3,30,6,7/25/2021,7/26/2021,"LL, MP",riparian,,closed,Y,opossum,head,M,testes,neonate,teeth,,none,1,3,intact,1. opossum. 2. feathers. 3. feathers.,Y,"body, head",N,>75,"extremeties chewed, but no feeding",NA,N,,N,,Y,positive,None,N,,Y,mallard_adult,N,bird completely consumed,N,Y,Y,Y,N,N,Y,N
SM6_C19,SM06,current,44747,4,79,15,7/26/2021,7/27/2021,"LL, MP",deciduous,,closed,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Found scrape, no evidence of a kill",N,N,N,N,N,N,N,N
SF9_C40,SF09,trapping,44744,3,62,6,7/27/2021,7/28/2021,"LL, MP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cluster formed on roadkilled deer used for trapping,N,N,N,N,N,N,N,N
SM6_C20,SM06,current,44747,6,59,15,7/27/2021,7/29/2021,"LL, MP",riparian,grass,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Found scrape, scat, and tracks. No evidence of kill.",N,N,N,N,N,N,Y,N
SF1_2p,SF01,current,44748,2,7,3,7/30/2021,8/2/2021,"LL, MP",deciduous,drainage,medium,Y,coyote,hair,UNK,,UNK,,,none,1,1,dispersed,"hair, bone fragments",Not vis,Not vis,Y,<25,completely consumed,no long bones,N,,N,,Y,probable,fox/coyote scat,Y,canids,N,,,hair was plucked. Did not find any other remains,N,Y,N,N,N,N,N,Y
SF9_C41,SF09,current,44744,5,111,27,7/30/2021,7/31/2021,MP,grass,oak sav,open,Y,deer,antlers,M,antlers,adult,teeth,3.5,none,1,1,intact,1. whole carcass,Not vis,throat,Y,<25,everything neck down consumed. Some chewing on ribs,white waxy,N,,N,,Y,positive,"Feathers, scat, vultures and golden eagle present",Y,birds,N,,,Cougar tracks on road,Y,Y,N,Y,N,N,N,N
SF1_C32,SF01,current,44748,9,117,24,7/30/2021,8/2/2021,"LL, MP",deciduous,chaparral,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,collected 2 scats,N,N,N,N,N,N,N,N
SM6_C21,SM06,current,44747,4,28,27,7/31/2021,8/1/2021,MP,deciduous,drainage,medium,Y,deer,hair and hooves,UNK,,neonate,teeth,,currently,1,1,intact,1. whole carcass,Not vis,throat,Y,<25,"skull eaten, lower legs and rostrum remained",red soft,N,,N,,Y,positive,None,N,,Y,pig_neonate,Y,"pig and deer neonates found in same cache. Pig was almost completely consumed except for some meat on back haunches. No skull for pig, but was <<6 mo based on size. Red soft marrow.",Y,Y,N,Y,N,N,N,N
SF9_C42,SF09,current,44744,5,36,18,7/31/2021,8/2/2021,"LL, MP",riparian,chaparral,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"collected 3 scats, cat tracks present",N,N,N,N,N,N,N,N
SF1_Den1+2,SF01,Den,44748,,,,10/7/2021,11/19/2021,MP,con/dec,chaparral,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visited suspected den sites since it looks like SF1 has begun moving kittens and to make sure weren't kill clusters. Found no kittens or evidene of kills. Rocky terrain with many good dens. Kept search brief to limit disturbance,N,N,N,N,N,N,N,N
SF9_W21-01,SF09,current,44744,7,74,27,10/30/2021,11/2/2021,MP,oak sav,deciduous,medium,Y,deer,skull,F,skull,adult,teeth,4.5,currently,1,2,intact,1. whole carcass 2. rumen,Y,top of head,Y,<25,"completely consumed, processes chewed, hair clipped",pink soft,Y,10,Y,"hair, disturbed ground",Y,positive,G. eagle present,Likely,birds,N,,,Collected fresh cougar scat,Y,Y,Y,Y,N,N,N,N
SF1_W21-01,SF01,current,44748,11,40,48,10/30/2021,11/2/2021,MP,oak sav,,open,Y,pig,skull,UNK,,fawn,teeth,6 mo,currently,1,1,dispersed,"skull, lower jaw, bone frags, hair, stomach contents",Y,top of head,Y,<25,completely consumed,no long bones,N,,N,,Y,probable,corvids present,Likely,birds,N,,,stomach contents mostly acorns,Y,Y,Y,Y,N,N,N,N
SM6_W21-01,SM06,current,44747,5,71,21,11/1/2021,11/4/2021,MP,con/dec,drainage,medium,Y,pig,skull,UNK,,fawn,teeth,6 mo,currently,1,1,intact,"whole carcass, GI tract currently cached in immediate area",Not vis,Not vis,Y,<25,completely consumed except for head,no long bones,N,,N,,Y,probable,None,N,,N,,,first mollar just erupting,Y,Y,N,N,N,N,N,N
SF9_W21-C02.1,SF09,current,44744,4,18,9,11/3/2021,11/5/2021,MP,riparian,,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flushed pig sounder from area. Then found farrowing nest with 4 neonate piglets. Did not do 2 hr search because didn't want to disturb nest area too long. Searched obvious locations around cluster. No remains found. Possible cougar caugh sow birthing and preyed on some fresh neonates?,N,N,N,N,N,N,Y,N
SF9_W21-03,SF09,current,44744,13,158,64,11/4/2021,11/5/2021,MP,riparian,,closed,Y,deer,antlers,M,antlers,adult,"forked antlers, will check teeth when return",2.5,currently,1,1,intact,whole carcass,Y,neck,Y,25-50,body cavity opened and rib meat chewed,"pink, hard",Y,5,N,,Y,positive,"Tracks, camera photos",Y,"coyote, fox, eagle, pigs",N,,,"Set camera and left immediately. Female was present, SF07 nearby. Identified scavengers from camera and coyote tracks present when retrieved cam.",Y,Y,N,N,N,N,Y,N
SF1_W21-02,SF01,current,44748,5,64,12,11/5/2021,11/7/2021,MP,riparian,,closed,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thouroughly searched riparian patch with no evidence of kill. Mostly day locations and doesn't fit SF1's pattern for larger kill.,N,N,N,N,N,N,N,N
SM6_W21-02,SM06,current,44747,9,87,24,11/6/2021,11/8/2021,MP,chaparral,,closed,Y,pig,head,UNK,,fawn,teeth,6-12 mo,currently,1,2,dismantled,"stomach cached in one pile, carcass uncached in second",Not vis,Not vis,Y,<25,"all but head, hide, and feet consumed",no long bones,N,,N,,Y,positive,None,N,,N,,,,Y,Y,N,N,N,N,N,N
SF9_W21-C02.2,SF09,current,44744,7,75,18,11/7/2021,11/10/2021,MP,riparian,,medium,Y,pig,teeth,UNK,,neonate,teeth,<6 mo,none,1,1,dispersed,"bone and jaw fragments, hari",Not vis,Not vis,Y,<25,completely consumed,no long bones,N,,N,,Y,probable,scat,Y,birds,N,,,Cougars revisted area with farrowing nest 2 nights later. Possibly returned and captured 1+ juvenile and carried off and consumed. Possible cougar scat but rain had washed and couldn't confirm species.,N,Y,N,N,N,N,N,N
SF9_W21-C04,SF09,current,44744,22,127,69,11/8/2021,11/10/2021,MP,deciduous,,closed,Y,deer,head,F,head,adult,teeth,2.5,previously,1,3,intact,1. scat 2. whole carcass 3. previous cache site,Not vis,throat,Y,<25,some rig and leg meat left. Head intact. Processes chewed.,pink hard,Y,15,N,,Y,positive,None,N,,N,,,did not collect scat,Y,Y,N,Y,N,N,N,N
SF1_W21-03,SF01,current,44748,26,100,96,11/10/2021,11/11/2021,MP,riparian,,closed,Y,pig,head,M,testes,fawn,teeth,6-12 mo,currently,1,1,intact,whole carcass,Not vis,top of head,Y,50-75,"body cavity opened, ribs chewed, most else remained",,,,,,Y,positive,None,N,,N,,,"set camera and left. Will collect remaining data when return. Female was present. Female bit camera and knocked out of place on first night. No evidence of scavenging, but unable to find most of carcass when returned at two weeks.",Y,Y,N,N,N,N,N,N
SM6_W21-C03,SM06,current,44747,4,13,9,11/12/2021,11/16/2021,MP,chaparral,,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Most likely a day bed location based on schedule of points. All points were in opendings under chap, but not evidence of kill.",N,N,N,N,N,N,N,N
SF9_W21-C05,SF09,current,44744,10,82,48,11/16/2021,11/18/2021,MP,con/dec,chaparral,medium,Y,deer,head,UNK,,adult,teeth,3.5,previously,1,3,intact,1. whole carcass 2. previous feeding site with hair and scapula 3. kill site with hair and stomach contents,Not vis,"Rostrum, back of neck",Y,<25,"body cavity consumed, some flesh left on extremeties. Skull crunched.",white waxy,Y,114,Y,"hair, disturbed ground, stomach contencts, end of drag trail",Y,positive,Coyote scat,Y,coyotes,Y,scrub jay,N,Several scrub jay feathers scattered at feeding site suggesting was killed.,Y,Y,Y,Y,Y,Y,N,Y
SM6_W21-04,SM06,current,44747,10,38,54,11/18/2021,11/22/2021,MP,riparian,,medium,Y,pig,head,F,teats,yearling,teeth,12 mo,none,1,2,dismantled,"1. head, stomach contents. 2. hide, lower legs.",Not vis,hind area,Y,<25,completely consumed,no long bones,N,,N,,Y,positive,scat,Y,birds,N,,,,N,Y,N,Y,N,N,N,N
SF1_W21-04,SF01,current,44748,8,117,33,11/19/2021,11/22/2021,MP,deciduous,,closed,Y,deer,antlers,M,antlers,fawn,teeth,1.5,previously,1,1,dismantled,"legs, hide, skull, jaw, rumen contents, hair",Not vis,Not vis,Y,<25,completely consumed,white waxy,N,,N,,Y,probable,Cougar GPS,Y,cougar,N,,,Collected scat. Both SF1 and SF9 had first location at cluster at same time. Unclear whose kill it was and who scavenged.,Y,Y,N,N,N,N,N,N
SF9_W21-06,SF09,current,44744,8,61,36,11/19/2021,11/22/2021,MP,deciduous,,closed,Y,deer,antlers,M,antlers,fawn,teeth,1.5,previously,1,1,dismantled,"legs, hide, skull, jaw, rumen contents, hair",Not vis,Not vis,Y,<25,completely consumed,white waxy,N,,N,,Y,probable,Cougar GPS,Y,cougar,N,,,Collected scat. Both SF1 and SF9 had first location at cluster at same time. Unclear whose kill it was and who scavenged.,Y,Y,N,N,N,N,N,N
SF9_W21-07,SF09,current,44744,3,6,6,11/21/2021,11/27/2021,MP,con/dec,,closed,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Found scrapes and beds, but no evidence of kill",N,N,N,N,N,N,N,N
SF1_Den3,SF01,Den,44748,12,79,33,11/22/2021,11/25/2021,MP,chaparral,,medium,Y,cougar,body,F,collar,adult,teeth,8,none,1,1,intact,whole carcass,Not vis,Not vis,N,100,No feeding,,N,,N,,,,,N,,N,,,"Found SF1 at cluster in rigor, so likely dead less than 24 hours. Was crawled up under a rock and shrub. No obvious external injuries, collected for necropsy.",N,Y,N,N,N,N,N,N
SF9_W21-08,SF09,current,44744,7,34,18,11/22/2021,11/25/2021,MP,con/dec,,open,Y,deer,hooves,UNK,,neonate,teeth,6 mo,previously,1,2,dispersed,"3 legs, lower jaw, pelvis half, bone frags. 2. Previous cache with hair and bone frags",Not vis,Not vis,Y,<25,completely consumed,red soft,N,,N,,Y,probable,"tracks, scat",Y,bear,N,,,Depressions in dirt too big for cougar tracks and bear scats within 109 m of carcass. Bones crunched inconsistent with previous kills. ,Y,Y,N,N,N,N,N,N
SF9_W21-09,SF09,current,44744,8,95,33,11/26/2021,11/30/2021,MP,deciduous,,closed,Y,deer,hooves,F,skull,fawn,teeth,18 mo,previously,1,3,dismantled,"1. legs, ribs + spine, skull, jaw 2. old cache, rumen. 3. hair. 4. Ear and upper teeth",Not vis,back of neck,Y,<25,completely consumed,pink hard,Y,35,N,,Y,positive,scat,Y,birds,N,,,,Y,Y,N,N,Y,N,N,N
SM6_W21-05,SM06,current,44747,7,17,27,11/28/2021,11/30/2021,MP,riparian,,closed,Y,pig,head,UNK,,neonate,teeth,<6 mo,previously,1,3,dismantled,"1. stomach (cached), head 2. hind legs, 3. scat (older than kill)",Y,top of head,Y,<25,completely consumed,no long bones,N,,N,,Y,positive,scat,Likely,coyote,N,,,Collected scat older than kill,Y,Y,Y,Y,N,N,N,N
SF9_W21-10,SF09,current,44744,3,23,6,11/28/2021,11/30/2021,MP,chaparral,con/dec,medium,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bed sites under brush but no evidence of kill or feeding. Found scrape while leaving cluster.,N,N,N,N,N,N,Y,N
SF9_W21-11,SF09,current,44744,5,28,21,11/29/2021,12/1/2021,MP,deciduous,riparian,open,Y,deer,hooves and jaw,UNK,,fawn,teeth,6 mo,previously,1,3,dispersed,"1. lower jaw, bone frags 2. 3 legs, hair, stomach contencts, bone frags 3. scat",Not vis,Not vis,Y,<25,completely consumed,red gelatinous,N,,N,,Y,probable,pig tracks and rooting,Likely,pig,N,,,collected 2 scats,Y,Y,N,N,N,N,N,Y
SM6_W21-06,SM06,current,44747,5,40,21,12/1/2021,12/2/2021,MP,riparian,,closed,Y,pig,head,F,no testes,fawn,teeth,6-12 mo,currently,1,1,intact,all,Y,top of head,Y,50-75,"body cavity opened, stomach removed, hind quarters eaten",red gelatinous,Y,5,Y,blood,Y,positive,None,N,,N,,,Set camera,Y,Y,Y,Y,N,N,N,N
